img_name,img_type1,img_type2,evolution,name_clean,name,pokedex_number,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,base_total,generation,is_legendary,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,capture_rate,base_egg_steps,height_m,weight_kg,classfication,abilities,final_type1,final_type2
cascoon,Bug,,,cascoon,Cascoon,268.0,bug,,50.0,35.0,55.0,25.0,25.0,15.0,205.0,3.0,0.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,120,3840.0,0.7,11.5,Cocoon Pokémon,['Shed Skin'],bug,
dustox,Bug,Poison,,dustox,Dustox,269.0,bug,poison,60.0,50.0,70.0,50.0,90.0,65.0,385.0,3.0,0.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,45,3840.0,1.2,31.6,Poison Moth Pokémon,"['Shield Dust', 'Compoundeyes']",bug,poison
lotad,Water,Grass,,lotad,Lotad,270.0,water,grass,40.0,30.0,30.0,40.0,50.0,30.0,220.0,3.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,255,3840.0,0.5,2.6,Water Weed Pokémon,"['Swift Swim', 'Rain Dish', 'Own Tempo']",water,grass
lombre,Water,Grass,,lombre,Lombre,271.0,water,grass,60.0,50.0,50.0,60.0,70.0,50.0,340.0,3.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,120,3840.0,1.2,32.5,Jolly Pokémon,"['Swift Swim', 'Rain Dish', 'Own Tempo']",water,grass
ludicolo,Water,Grass,,ludicolo,Ludicolo,272.0,water,grass,80.0,70.0,70.0,90.0,100.0,70.0,480.0,3.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,45,3840.0,1.5,55.0,Carefree Pokémon,"['Swift Swim', 'Rain Dish', 'Own Tempo']",water,grass
seedot,Grass,,,seedot,Seedot,273.0,grass,,40.0,40.0,50.0,30.0,30.0,30.0,220.0,3.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,255,3840.0,0.5,4.0,Acorn Pokémon,"['Chlorophyll', 'Early Bird', 'Pickpocket']",grass,
nuzleaf,Grass,Dark,,nuzleaf,Nuzleaf,274.0,grass,dark,70.0,70.0,40.0,60.0,40.0,60.0,340.0,3.0,0.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,120,3840.0,1.0,28.0,Wily Pokémon,"['Chlorophyll', 'Early Bird', 'Pickpocket']",grass,dark
shiftry,Grass,Dark,,shiftry,Shiftry,275.0,grass,dark,90.0,100.0,60.0,90.0,60.0,80.0,480.0,3.0,0.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,45,3840.0,1.3,59.6,Wickid Pokémon,"['Chlorophyll', 'Early Bird', 'Pickpocket']",grass,dark
taillow,Normal,Flying,,taillow,Taillow,276.0,normal,flying,40.0,55.0,30.0,30.0,30.0,85.0,270.0,3.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,200,3840.0,0.3,2.3,TinySwallow Pokémon,"['Guts', 'Scrappy']",normal,flying
swellow,Normal,Flying,,swellow,Swellow,277.0,normal,flying,60.0,85.0,60.0,75.0,50.0,125.0,455.0,3.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,45,3840.0,0.7,19.8,Swallow Pokémon,"['Guts', 'Scrappy']",normal,flying
wingull,Water,Flying,,wingull,Wingull,278.0,water,flying,40.0,30.0,30.0,55.0,30.0,85.0,270.0,3.0,0.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,190,5120.0,0.6,9.5,Seagull Pokémon,"['Keen Eye', 'Hydration', 'Rain Dish']",water,flying
pelipper,Water,Flying,,pelipper,Pelipper,279.0,water,flying,60.0,50.0,100.0,95.0,70.0,65.0,440.0,3.0,0.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,45,5120.0,1.2,28.0,Water Bird Pokémon,"['Keen Eye', 'Drizzle', 'Rain Dish']",water,flying
ralts,Psychic,Fairy,,ralts,Ralts,280.0,psychic,fairy,28.0,25.0,25.0,45.0,35.0,40.0,198.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,235,5120.0,0.4,6.6,Feeling Pokémon,"['Synchronize', 'Trace', 'Telepathy']",psychic,fairy
kirlia,Psychic,Fairy,,kirlia,Kirlia,281.0,psychic,fairy,38.0,35.0,35.0,65.0,55.0,50.0,278.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,120,5120.0,0.8,20.2,Emotion Pokémon,"['Synchronize', 'Trace', 'Telepathy']",psychic,fairy
gardevoir,Psychic,Fairy,,gardevoir,Gardevoir,282.0,psychic,fairy,68.0,85.0,65.0,165.0,135.0,100.0,618.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,45,5120.0,1.6,48.4,Embrace Pokémon,"['Synchronize', 'Trace', 'Telepathy']",psychic,fairy
surskit,Bug,Water,,surskit,Surskit,283.0,bug,water,40.0,30.0,32.0,50.0,52.0,65.0,269.0,3.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,200,3840.0,0.5,1.7,Pond Skater Pokémon,"['Swift Swim', 'Rain Dish']",bug,water
masquerain,Bug,Flying,,masquerain,Masquerain,284.0,bug,flying,70.0,60.0,62.0,100.0,82.0,80.0,454.0,3.0,0.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,75,3840.0,0.8,3.6,Eyeball Pokémon,"['Intimidate', 'Unnerve']",bug,flying
shroomish,Grass,,,shroomish,Shroomish,285.0,grass,,60.0,40.0,60.0,40.0,60.0,35.0,295.0,3.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,255,3840.0,0.4,4.5,Mushroom Pokémon,"['Effect Spore', 'Poison Heal', 'Quick Feet']",grass,
breloom,Grass,Fighting,,breloom,Breloom,286.0,grass,fighting,60.0,130.0,80.0,60.0,60.0,70.0,460.0,3.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,90,3840.0,1.2,39.2,Mushroom Pokémon,"['Effect Spore', 'Poison Heal', 'Technician']",grass,fighting
slakoth,Normal,,,slakoth,Slakoth,287.0,normal,,60.0,60.0,60.0,35.0,35.0,30.0,280.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,255,3840.0,0.8,24.0,Slacker Pokémon,['Truant'],normal,
vigoroth,Normal,,,vigoroth,Vigoroth,288.0,normal,,80.0,80.0,80.0,55.0,55.0,90.0,440.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,120,3840.0,1.4,46.5,Wild Monkey Pokémon,['Vital Spirit'],normal,
slaking,Normal,,,slaking,Slaking,289.0,normal,,150.0,160.0,100.0,95.0,65.0,100.0,670.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45,3840.0,2.0,130.5,Lazy Pokémon,['Truant'],normal,
nincada,Bug,Ground,,nincada,Nincada,290.0,bug,ground,31.0,45.0,90.0,30.0,30.0,40.0,266.0,3.0,0.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,255,3840.0,0.5,5.5,Trainee Pokémon,"['Compoundeyes', 'Run Away']",bug,ground
ninjask,Bug,Flying,,ninjask,Ninjask,291.0,bug,flying,61.0,90.0,45.0,50.0,50.0,160.0,456.0,3.0,0.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,120,3840.0,0.8,12.0,Ninja Pokémon,"['Speed Boost', 'Infiltrator']",bug,flying
shedinja,Bug,Ghost,,shedinja,Shedinja,292.0,bug,ghost,1.0,90.0,45.0,30.0,30.0,40.0,236.0,3.0,0.0,2.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,45,3840.0,0.8,1.2,Shed Pokémon,['Wonder Guard'],bug,ghost
whismur,Normal,,,whismur,Whismur,293.0,normal,,64.0,51.0,23.0,51.0,23.0,28.0,240.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,190,5120.0,0.6,16.3,Whisper Pokémon,"['Soundproof', 'Rattled']",normal,
loudred,Normal,,,loudred,Loudred,294.0,normal,,84.0,71.0,43.0,71.0,43.0,48.0,360.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,120,5120.0,1.0,40.5,Big Voice Pokémon,"['Soundproof', 'Scrappy']",normal,
exploud,Normal,,,exploud,Exploud,295.0,normal,,104.0,91.0,63.0,91.0,73.0,68.0,490.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45,5120.0,1.5,84.0,Loud Noise Pokémon,"['Soundproof', 'Scrappy']",normal,
makuhita,Fighting,,,makuhita,Makuhita,296.0,fighting,,72.0,60.0,30.0,20.0,30.0,25.0,237.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,180,5120.0,1.0,86.4,Guts Pokémon,"['Thick Fat', 'Guts', 'Sheer Force']",fighting,
hariyama,Fighting,,,hariyama,Hariyama,297.0,fighting,,144.0,120.0,60.0,40.0,60.0,50.0,474.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,200,5120.0,2.3,253.8,Arm Thrust Pokémon,"['Thick Fat', 'Guts', 'Sheer Force']",fighting,
azurill,Normal,Fairy,,azurill,Azurill,298.0,normal,fairy,50.0,20.0,40.0,20.0,40.0,20.0,190.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,150,2560.0,0.2,2.0,Polka Dot Pokémon,"['Thick Fat', 'Huge Power', 'Sap Sipper']",normal,fairy
nosepass,Rock,,,nosepass,Nosepass,299.0,rock,,30.0,45.0,135.0,45.0,90.0,30.0,375.0,3.0,0.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,255,5120.0,1.0,97.0,Compass Pokémon,"['Sturdy', 'Magnet Pull', 'Sand Force']",rock,
skitty,Normal,,,skitty,Skitty,300.0,normal,,50.0,45.0,45.0,35.0,35.0,50.0,260.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,255,3840.0,0.6,11.0,Kitten Pokémon,"['Cute Charm', 'Normalize', 'Wonder Skin ']",normal,
delcatty,Normal,,,delcatty,Delcatty,301.0,normal,,70.0,65.0,65.0,55.0,55.0,90.0,400.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,60,3840.0,1.1,32.6,Prim Pokémon,"['Cute Charm', 'Normalize', 'Wonder Skin ']",normal,
sableye,Dark,Ghost,,sableye,Sableye,302.0,dark,ghost,50.0,85.0,125.0,85.0,115.0,20.0,480.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,45,6400.0,0.5,11.0,Darkness Pokémon,"['Keen Eye', 'Stall', 'Prankster']",dark,ghost
mawile,Steel,Fairy,,mawile,Mawile,303.0,steel,fairy,50.0,105.0,125.0,55.0,95.0,50.0,480.0,3.0,0.0,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,45,5120.0,0.6,11.5,Deceiver Pokémon,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",steel,fairy
aron,Steel,Rock,,aron,Aron,304.0,steel,rock,50.0,70.0,100.0,40.0,40.0,30.0,330.0,3.0,0.0,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,180,8960.0,0.4,60.0,Iron Armor Pokémon,"['Sturdy', 'Rock Head', 'Heavy Metal']",steel,rock
lairon,Steel,Rock,,lairon,Lairon,305.0,steel,rock,60.0,90.0,140.0,50.0,50.0,40.0,430.0,3.0,0.0,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,90,8960.0,0.9,120.0,Iron Armor Pokémon,"['Sturdy', 'Rock Head', 'Heavy Metal']",steel,rock
aggron,Steel,Rock,,aggron,Aggron,306.0,steel,rock,70.0,140.0,230.0,60.0,80.0,50.0,630.0,3.0,0.0,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,45,8960.0,2.1,360.0,Iron Armor Pokémon,"['Sturdy', 'Rock Head', 'Heavy Metal']",steel,rock
meditite,Fighting,Psychic,,meditite,Meditite,307.0,fighting,psychic,30.0,40.0,55.0,40.0,55.0,60.0,280.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,180,5120.0,0.6,11.2,Meditate Pokémon,"['Pure Power', 'Telepathy']",fighting,psychic
medicham,Fighting,Psychic,,medicham,Medicham,308.0,fighting,psychic,60.0,100.0,85.0,80.0,85.0,100.0,510.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,90,5120.0,1.3,31.5,Meditate Pokémon,"['Pure Power', 'Telepathy']",fighting,psychic
electrike,Electric,,,electrike,Electrike,309.0,electric,,40.0,45.0,40.0,65.0,40.0,65.0,295.0,3.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,120,5120.0,0.6,15.2,Lightning Pokémon,"['Static', 'Lightningrod', 'Minus']",electric,
manectric,Electric,,,manectric,Manectric,310.0,electric,,70.0,75.0,80.0,135.0,80.0,135.0,575.0,3.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120.0,1.5,40.2,Discharge Pokémon,"['Static', 'Lightningrod', 'Minus']",electric,
plusle,Electric,,,plusle,Plusle,311.0,electric,,60.0,50.0,40.0,85.0,75.0,95.0,405.0,3.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,200,5120.0,0.4,4.2,Cheering Pokémon,"['Plus', 'Lightningrod']",electric,
minun,Electric,,,minun,Minun,312.0,electric,,60.0,40.0,50.0,75.0,85.0,95.0,405.0,3.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,200,5120.0,0.4,4.2,Cheering Pokémon,"['Minus', 'Volt Absorb']",electric,
volbeat,Bug,,,volbeat,Volbeat,313.0,bug,,65.0,73.0,75.0,47.0,85.0,85.0,430.0,3.0,0.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,150,3840.0,0.7,17.7,Firefly Pokémon,"['Illuminate', 'Swarm', 'Prankster']",bug,
illumise,Bug,,,illumise,Illumise,314.0,bug,,65.0,47.0,75.0,73.0,85.0,85.0,430.0,3.0,0.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,150,3840.0,0.6,17.7,Firefly Pokémon,"['Oblivious', 'Tinted Lens', 'Prankster']",bug,
roselia,Grass,Poison,,roselia,Roselia,315.0,grass,poison,50.0,60.0,45.0,100.0,80.0,65.0,400.0,3.0,0.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,150,5120.0,0.3,2.0,Thorn Pokémon,"['Natural Cure', 'Poison Point', 'Leaf Guard']",grass,poison
gulpin,Poison,,,gulpin,Gulpin,316.0,poison,,70.0,43.0,53.0,43.0,53.0,40.0,302.0,3.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,225,5120.0,0.4,10.3,Stomach Pokémon,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",poison,
swalot,Poison,,,swalot,Swalot,317.0,poison,,100.0,73.0,83.0,73.0,83.0,55.0,467.0,3.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,75,5120.0,1.7,80.0,Poison Bag Pokémon,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",poison,
carvanha,Water,Dark,,carvanha,Carvanha,318.0,water,dark,45.0,90.0,20.0,65.0,20.0,65.0,305.0,3.0,0.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,225,5120.0,0.8,20.8,Savage Pokémon,"['Rough Skin', 'Speed Boost']",water,dark
sharpedo,Water,Dark,,sharpedo,Sharpedo,319.0,water,dark,70.0,140.0,70.0,110.0,65.0,105.0,560.0,3.0,0.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,60,5120.0,1.8,88.8,Brutal Pokémon,"['Rough Skin', 'Speed Boost']",water,dark
wailmer,Water,,,wailmer,Wailmer,320.0,water,,130.0,70.0,35.0,70.0,35.0,60.0,400.0,3.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,125,10240.0,2.0,130.0,Ball Whale Pokémon,"['Water Veil', 'Oblivious', 'Pressure']",water,
wailord,Water,,,wailord,Wailord,321.0,water,,170.0,90.0,45.0,90.0,45.0,60.0,500.0,3.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,10240.0,14.5,398.0,Float Whale Pokémon,"['Water Veil', 'Oblivious', 'Pressure']",water,
numel,Fire,Ground,,numel,Numel,322.0,fire,ground,60.0,60.0,40.0,65.0,45.0,35.0,305.0,3.0,0.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,255,5120.0,0.7,24.0,Numb Pokémon,"['Oblivious', 'Simple', 'Own Tempo']",fire,ground
camerupt,Fire,Ground,,camerupt,Camerupt,323.0,fire,ground,70.0,120.0,100.0,145.0,105.0,20.0,560.0,3.0,0.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,150,5120.0,1.9,220.0,Eruption Pokémon,"['Magma Armor', 'Solid Rock', 'Anger Point']",fire,ground
torkoal,Fire,,,torkoal,Torkoal,324.0,fire,,70.0,85.0,140.0,85.0,70.0,20.0,470.0,3.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,90,5120.0,0.5,80.4,Coal Pokémon,"['White Smoke', 'Drought', 'Shell Armor']",fire,
spoink,Psychic,,,spoink,Spoink,325.0,psychic,,60.0,25.0,35.0,70.0,80.0,60.0,330.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,255,5120.0,0.7,30.6,Bounce Pokémon,"['Thick Fat', 'Own Tempo', 'Gluttony']",psychic,
grumpig,Psychic,,,grumpig,Grumpig,326.0,psychic,,80.0,45.0,65.0,90.0,110.0,80.0,470.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,60,5120.0,0.9,71.5,Manipulate Pokémon,"['Thick Fat', 'Own Tempo', 'Gluttony']",psychic,
spinda,Normal,,,spinda,Spinda,327.0,normal,,60.0,60.0,60.0,60.0,60.0,60.0,360.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,255,3840.0,1.1,5.0,Spot Panda Pokémon,"['Own Tempo', 'Tangled Feet', 'Contrary']",normal,
trapinch,Ground,,,trapinch,Trapinch,328.0,ground,,45.0,100.0,45.0,45.0,45.0,10.0,290.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,255,5120.0,0.7,15.0,Ant Pit Pokémon,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",ground,
vibrava,Ground,Dragon,,vibrava,Vibrava,329.0,ground,dragon,50.0,70.0,50.0,50.0,50.0,70.0,340.0,3.0,0.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,120,5120.0,1.1,15.3,Vibration Pokémon,['Levitate'],ground,dragon
flygon,Ground,Dragon,,flygon,Flygon,330.0,ground,dragon,80.0,100.0,80.0,80.0,80.0,100.0,520.0,3.0,0.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,45,5120.0,2.0,82.0,Mystic Pokémon,['Levitate'],ground,dragon
cacnea,Grass,,,cacnea,Cacnea,331.0,grass,,50.0,85.0,40.0,85.0,40.0,35.0,335.0,3.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,190,5120.0,0.4,51.3,Cactus Pokémon,"['Sand Veil', 'Water Absorb']",grass,
cacturne,Grass,Dark,,cacturne,Cacturne,332.0,grass,dark,70.0,115.0,60.0,115.0,60.0,55.0,475.0,3.0,0.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,60,5120.0,1.3,77.4,Scarecrow Pokémon,"['Sand Veil', 'Water Absorb']",grass,dark
swablu,Normal,Flying,,swablu,Swablu,333.0,normal,flying,45.0,40.0,60.0,40.0,75.0,50.0,310.0,3.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,255,5120.0,0.4,1.2,Cotton Bird Pokémon,"['Natural Cure', 'Cloud Nine']",normal,flying
altaria,Dragon,Flying,,altaria,Altaria,334.0,dragon,flying,75.0,110.0,110.0,110.0,105.0,80.0,590.0,3.0,0.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,45,5120.0,1.1,20.6,Humming Pokémon,"['Natural Cure', 'Cloud Nine']",dragon,flying
zangoose,Normal,,,zangoose,Zangoose,335.0,normal,,73.0,115.0,60.0,60.0,60.0,90.0,458.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,90,5120.0,1.3,40.3,Cat Ferret Pokémon,"['Immunity', 'Toxic Boost']",normal,
seviper,Poison,,,seviper,Seviper,336.0,poison,,73.0,100.0,60.0,100.0,60.0,65.0,458.0,3.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,90,5120.0,2.7,52.5,Fang Snake Pokémon,"['Shed Skin', 'Infiltrator']",poison,
lunatone,Rock,Psychic,,lunatone,Lunatone,337.0,rock,psychic,90.0,55.0,65.0,95.0,85.0,70.0,460.0,3.0,0.0,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,45,6400.0,1.0,168.0,Meteorite Pokémon,['Levitate'],rock,psychic
solrock,Rock,Psychic,,solrock,Solrock,338.0,rock,psychic,90.0,95.0,85.0,55.0,65.0,70.0,460.0,3.0,0.0,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,45,6400.0,1.2,154.0,Meteorite Pokémon,['Levitate'],rock,psychic
barboach,Water,Ground,,barboach,Barboach,339.0,water,ground,50.0,48.0,43.0,46.0,41.0,60.0,288.0,3.0,0.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,190,5120.0,0.4,1.9,Whiskers Pokémon,"['Oblivious', 'Anticipation', 'Hydration']",water,ground
whiscash,Water,Ground,,whiscash,Whiscash,340.0,water,ground,110.0,78.0,73.0,76.0,71.0,60.0,468.0,3.0,0.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,75,5120.0,0.9,23.6,Whiskers Pokémon,"['Oblivious', 'Anticipation', 'Hydration']",water,ground
